,B Cells,CD4 T,CD8 T,Cancer Cells,DC,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,NK,Neutrophils
s_segment_27_555,0,0.0013,0.0001,0,0.0009,0,0.3833,0.5757,0.003,0.0357,0
s_segment_27_6,0,0.0029,0.0283,0.1553,0,0.6245,0.0606,0,0,0.1283,0.0001
s_segment_27_600,0.0007,0.0081,0.0005,0.166,0.0019,0.4217,0.0007,0.353,0.0104,0.036,0.001
s_segment_27_622,0.0004,0.0016,0.0028,0.2262,0.0108,0.0817,0.0531,0.1117,0.0001,0.4537,0.0579
s_segment_27_666,0.0151,0.0118,0.0031,0.5173,0.047,0.0005,0.0004,0.3911,0.0007,0.0002,0.0128
s_segment_27_668,0.0002,0.094,0.0006,0.83,0.0008,0.0149,0.004,0.0054,0.0004,0.0497,0
s_segment_27_67,0.0024,0.0498,0.0006,0.6174,0.0002,0.0924,0.0004,0.0001,0.0284,0.2053,0.003
s_segment_27_690,0.0458,0.0763,0.0019,0.3603,0.0013,0.4389,0.0067,0.0001,0.0395,0.0279,0.0013
s_segment_27_729,0.0006,0.0067,0.0002,0.0003,0.0007,0.4768,0.117,0.2842,0.0321,0.0607,0.0207
s_segment_27_733,0.0056,0.001,0.0134,0.2726,0.0001,0.0001,0.0849,0.6214,0.0002,0.0003,0.0004
s_segment_27_743,0.0002,0,0,0.9387,0,0,0.036,0,0.025,0,0.0001
s_segment_27_801,0.002,0,0,0.2542,0.0039,0.0001,0.1865,0.159,0.0691,0.3252,0
s_segment_27_843,0.0003,0.0476,0.0002,0.8329,0.1063,0.0002,0.0018,0.0002,0.0017,0.0015,0.0073
s_segment_27_894,0.0113,0.0153,0.0029,0.7645,0.0002,0.167,0.0176,0.0194,0.0005,0.0004,0.0009
s_segment_27_909,0.0057,0.0013,0.0289,0.5051,0,0.2774,0.1611,0.0197,0,0.0001,0.0007
s_segment_27_93,0.0922,0.002,0.0003,0.5303,0.0001,0.3678,0.0001,0,0.0001,0.0023,0.0048
s_segment_27_940,0.0023,0.016,0.2118,0.5998,0.001,0.0623,0.0288,0.0008,0.043,0.0156,0.0186
s_segment_27_941,0.015,0.0707,0.0018,0.4948,0.0026,0.0011,0,0.4129,0.0001,0.001,0
s_segment_27_956,0.1191,0.0002,0.0684,0.4254,0.0157,0.001,0.0149,0.304,0.0417,0.0074,0.0022
s_segment_27_971,0.1993,0,0.1199,0.387,0,0.1817,0.0124,0.0928,0.0001,0.0002,0.0066
s_segment_27_987,0.001,0.0768,0.0003,0.6737,0.0017,0.0019,0.1149,0.1078,0.0201,0.0005,0.0013
s_segment_27_992,0.0193,0.0138,0.214,0.4316,0.0002,0.2772,0.0018,0.04,0.0007,0.0006,0.0008
s_segment_28_1036,0.0228,0.0411,0.0019,0.8435,0.0073,0.0442,0.001,0.0049,0.0111,0.007,0.0152
s_segment_28_1063,0.0154,0,0.0001,0.68,0,0.1288,0,0.0004,0.0116,0.1637,0
s_segment_28_1087,0.0006,0.0126,0.0003,0.5793,0.16,0.0443,0.0068,0.0155,0.1297,0.0496,0.0013
s_segment_28_1113,0,0.0494,0.0002,0.423,0.0009,0.0001,0.4765,0.0001,0.0461,0.0033,0.0004
s_segment_28_112,0.0775,0.0002,0.0006,0.295,0.0037,0.0003,0.2898,0.3181,0,0,0.0148
s_segment_28_1130,0.0146,0.0016,0.2002,0.5584,0.0001,0.0793,0.0002,0.1268,0.0116,0.0066,0.0006
s_segment_28_1140,0.0217,0,0.001,0.3295,0.0001,0.0998,0.1315,0.1676,0.0003,0.2485,0
s_segment_28_1153,0.0003,0.0003,0.0001,0.7528,0.0051,0.1466,0.0084,0,0,0.0014,0.085
s_segment_28_1178,0.089,0.0001,0.0013,0.3684,0.0098,0.0529,0.0071,0.1442,0,0.327,0.0002
s_segment_28_1182,0,0,0.096,0.6053,0,0.002,0.1604,0.0149,0.1211,0.0001,0.0002
s_segment_28_1189,0.0202,0.0143,0.0055,0.6663,0.021,0.0001,0,0.0072,0.0051,0.2575,0.0028
s_segment_28_1194,0.0003,0,0.0039,0.4709,0,0.0001,0.4713,0.0534,0.0001,0,0
s_segment_28_1239,0.0016,0.0002,0.0013,0.5194,0.0014,0.0372,0.1379,0.224,0.0479,0.0003,0.0288
s_segment_28_1295,0.0004,0.0157,0.0003,0.1115,0.0022,0.0018,0.5622,0.3032,0.0013,0.0004,0.001
s_segment_28_1302,0.0009,0.1095,0.0005,0.2932,0.0003,0.3182,0.0951,0,0.1608,0.0187,0.0028
s_segment_28_1305,0.0093,0.052,0.0158,0.5638,0.0119,0.1693,0.0183,0.0579,0.038,0.0161,0.0476
s_segment_28_1336,0.0007,0,0.0207,0.8463,0.0082,0,0.0787,0.0002,0,0.0001,0.0451
s_segment_28_1343,0.005,0.0004,0.0002,0.7962,0.0018,0.0003,0.0384,0.15,0,0.0001,0.0076
s_segment_28_1371,0.0001,0.0018,0.0008,0.6548,0.0046,0.3008,0.0002,0,0,0.0016,0.0353
s_segment_28_1392,0.0017,0.0007,0.0023,0.8019,0.0098,0,0.1249,0.0034,0.0017,0.0017,0.0519
s_segment_28_1425,0.0001,0,0.0044,0.4867,0,0.0141,0.0004,0.1692,0.325,0,0.0001
s_segment_28_1431,0,0.0505,0.0009,0.0143,0.0004,0.3211,0.0756,0.5333,0,0.0038,0.0001
s_segment_28_1435,0.0155,0.0023,0.0003,0.6252,0,0.0015,0.2323,0.0001,0.0029,0.1119,0.008
s_segment_28_1448,0.0005,0,0.0157,0.6612,0.0065,0.0013,0.203,0.0581,0.0524,0.0002,0.0011
s_segment_28_1453,0.0001,0.1346,0.0001,0.5197,0,0.0001,0.3444,0,0,0.0008,0.0002
s_segment_28_1460,0.0146,0.0052,0.1995,0.2936,0.0833,0.1149,0.2328,0.0023,0.0004,0.0145,0.0389
s_segment_28_1469,0.0564,0.059,0.0013,0.4915,0.0018,0.2009,0.0012,0.008,0.1664,0.0098,0.0037
s_segment_28_1470,0.2508,0.0628,0.0403,0.2789,0.0212,0.0768,0.0867,0.181,0.0003,0.0006,0.0006
s_segment_28_1475,0.0004,0.0777,0.0017,0.6552,0,0.2649,0,0.0001,0,0,0
s_segment_28_1477,0.0007,0.0004,0.0557,0.905,0.001,0,0.0001,0.0002,0.0368,0,0.0001
s_segment_28_1536,0.0027,0.0102,0,0.9803,0.0008,0.0008,0.0002,0.0001,0.0022,0.0023,0.0004
s_segment_28_1538,0.0033,0.0156,0.0361,0.487,0.0011,0.0153,0.3212,0.0062,0.0354,0.0783,0.0005
s_segment_28_1550,0.0084,0,0.0081,0.4808,0.0837,0.3217,0.0005,0.0007,0.0177,0.0001,0.0783
s_segment_28_1554,0.017,0.0003,0.0027,0.5055,0.0006,0.0357,0.0938,0.3052,0.0345,0.0005,0.0042
s_segment_28_1563,0.0209,0,0,0.9058,0.0022,0.0001,0.0001,0.0494,0.0033,0,0.0182
s_segment_28_1565,0.0034,0.0022,0.0011,0.4746,0.0419,0.2082,0.1233,0.1412,0.0019,0.0012,0.001
s_segment_28_1568,0.0786,0.0002,0.0002,0.6944,0.002,0.1609,0,0.0166,0.0005,0.0001,0.0465
s_segment_28_1576,0.0324,0.1654,0.0001,0.3758,0.1686,0,0.21,0.0443,0.0034,0,0
s_segment_28_158,0.0309,0.0116,0.0176,0.3874,0.0013,0.0975,0.0015,0.4169,0.0288,0.0063,0.0002
s_segment_28_1611,0.0001,0,0.2998,0.5087,0.0016,0.0055,0,0.1842,0,0,0.0001
s_segment_28_1661,0.0001,0.0001,0.0126,0.1633,0.0002,0.2018,0.0003,0.618,0.0014,0.0022,0
s_segment_28_1679,0.0147,0.0044,0.0073,0.067,0.0037,0.0312,0.1741,0.6351,0.0198,0.0019,0.0408
s_segment_28_1682,0.0003,0,0.126,0.2752,0,0,0.1689,0.1715,0.0007,0.2515,0.0059
s_segment_28_170,0,0,0.101,0.4546,0.0001,0.0001,0.109,0.255,0.0788,0.0001,0.0013
s_segment_28_1738,0,0.0046,0.0088,0.7318,0.0136,0.241,0.0001,0,0,0.0001,0
s_segment_28_1749,0.0001,0,0.0001,0.2525,0.0002,0.0003,0.0081,0.4698,0.199,0,0.0699
s_segment_28_175,0.0172,0.0001,0.0001,0.8383,0.047,0,0.0075,0.0889,0,0.0009,0
s_segment_28_1754,0.0243,0,0,0.6168,0.0178,0.3057,0,0.031,0.0001,0.0024,0.0019
s_segment_28_1765,0,0.0099,0.0167,0.7588,0.0012,0.0001,0.1745,0.0194,0.012,0,0.0074
s_segment_28_180,0.0001,0.0001,0.0108,0.8382,0,0.004,0,0.1218,0.0001,0.001,0.0239
s_segment_28_1812,0.0046,0.0367,0.1662,0.7432,0.0001,0.0004,0.0255,0.0186,0,0.0043,0.0004
s_segment_28_1836,0,0.0018,0.0022,0.3185,0.0528,0.3432,0.0097,0.0012,0.2662,0.0044,0
s_segment_28_1843,0.0003,0.0001,0,0.008,0.0111,0.0079,0.4413,0.4862,0.0002,0.0445,0.0004
s_segment_28_1914,0.0021,0.0013,0.0873,0.6099,0.0015,0.2198,0.0003,0.051,0.0018,0.0171,0.0079
s_segment_28_1965,0.0002,0.0193,0.0956,0.2976,0.0371,0.0014,0.0041,0.5444,0.0002,0.0001,0
s_segment_28_1980,0.0018,0.0007,0.0014,0.6173,0.0001,0.0067,0.0007,0.1151,0.1478,0.086,0.0224
s_segment_28_2038,0.0021,0.0008,0.0006,0.6774,0.0017,0.0098,0.0042,0.0001,0.1878,0.1148,0.0007
s_segment_28_2049,0.0741,0.0284,0.0159,0.3873,0,0,0.2585,0.0011,0.0188,0.2158,0.0001
s_segment_28_2085,0.0212,0.0026,0.0438,0.1599,0.0077,0.1499,0.0018,0.513,0.0494,0.0044,0.0463
s_segment_28_2114,0.0329,0.1107,0.0813,0.6807,0.0002,0.0651,0.0269,0.0001,0.0002,0.0003,0.0016
s_segment_28_2148,0.0012,0.0045,0.0008,0.096,0.0125,0,0.1074,0.5174,0.1606,0.0609,0.0387
s_segment_28_2158,0,0.0095,0.0882,0.2811,0,0,0.4215,0.1996,0,0,0.0001
s_segment_28_2161,0.0064,0.2603,0.0001,0.6287,0.0042,0,0,0.0999,0.0001,0.0002,0.0001
s_segment_28_2167,0.0002,0.0021,0.0015,0.8835,0.0035,0.0007,0.0009,0.0984,0.0019,0.0054,0.0019
s_segment_28_2180,0.0035,0.0041,0.0016,0.0321,0.0003,0.0995,0.1069,0.7448,0.0009,0.0052,0.0011
s_segment_28_2199,0.019,0.1689,0.0002,0.4985,0.0339,0.0017,0.0022,0.2432,0.0062,0.001,0.0252
s_segment_28_2229,0,0,0.0001,0.9754,0.0007,0.0006,0.0008,0.0009,0.0001,0.0001,0.0213
s_segment_28_2233,0.0092,0.0009,0.0006,0.6481,0.0001,0.0188,0.0395,0.1726,0.0009,0.1089,0.0004
s_segment_28_2260,0.0002,0.049,0.0011,0.5768,0.0002,0.0007,0.0005,0.1036,0.0004,0.2502,0.0173
s_segment_28_2265,0.0007,0.0089,0.0123,0.7004,0.0006,0.1127,0.0002,0.0139,0.0009,0.0687,0.0807
s_segment_28_2270,0.0257,0.0032,0.0031,0.8201,0.0149,0.0003,0.001,0.0927,0.0053,0.0263,0.0074
s_segment_28_2287,0.0028,0.0001,0.0454,0.2804,0.0003,0.0765,0.0057,0.3122,0.2418,0.0291,0.0057
s_segment_28_2329,0.0328,0.0031,0.015,0.5424,0.0974,0.239,0.0001,0.0695,0,0.0006,0.0001
s_segment_28_2360,0.0076,0.1771,0.0042,0.4944,0.0013,0.0018,0.0101,0.1479,0.0709,0.0265,0.0582
s_segment_28_2377,0.0052,0.0082,0.0391,0.217,0.0007,0.0004,0.3643,0.2315,0.0041,0.0378,0.0917
s_segment_28_2401,0.0014,0.0006,0,0.6781,0,0.0001,0.0131,0.2129,0.0088,0.0844,0.0006
s_segment_28_242,0.0031,0.081,0.0018,0.7385,0.0038,0.0151,0.0016,0.0789,0.0202,0.0503,0.0057
s_segment_28_2452,0.0161,0.0022,0.0006,0.2822,0.0092,0.1476,0.0097,0.1971,0.034,0.2889,0.0124
s_segment_28_2554,0.0212,0.0066,0.0144,0.0649,0.0045,0.1166,0.0147,0.4256,0.0513,0.2796,0.0006
s_segment_28_2559,0.0001,0,0,0.4644,0,0.037,0.2276,0.0068,0.0674,0.1906,0.0061
s_segment_28_2561,0.011,0.005,0.0002,0.5298,0.0005,0.0011,0.3672,0,0.0849,0,0.0003
s_segment_28_2569,0.0002,0.0205,0.0278,0.8054,0,0.0773,0.0001,0.0684,0.0001,0.0002,0
s_segment_28_2589,0.0212,0.0072,0,0.0062,0.0008,0.1612,0.1725,0.3911,0.0016,0.2381,0.0001
s_segment_28_2596,0.0059,0.001,0.0004,0.4149,0.0049,0.0004,0.0005,0.435,0.1095,0.0129,0.0146
s_segment_28_2622,0.0083,0.0487,0,0.5428,0.002,0.0039,0.0001,0.3391,0.0022,0.0196,0.0333
s_segment_28_2637,0.0037,0.0001,0.0007,0.6664,0.0006,0.3259,0.0002,0,0,0.002,0.0004
s_segment_28_265,0.0344,0,0,0.8279,0.102,0.0004,0.0015,0.0004,0.0023,0.0001,0.031
s_segment_28_266,0.0002,0.0002,0.0801,0.2562,0.0109,0.0011,0.3749,0.0007,0.2755,0.0001,0.0001
s_segment_28_2669,0.0002,0.0059,0.0267,0.2864,0,0.0221,0.0117,0.6187,0.0191,0.0055,0.0037
s_segment_28_2687,0.0002,0.0309,0.0301,0.3756,0.0001,0.4115,0.1444,0.0039,0.0014,0.0005,0.0014
s_segment_28_269,0.0001,0.0009,0.0584,0.4303,0,0.0003,0.0184,0.4906,0.0006,0.0004,0
s_segment_28_2733,0.0001,0.0295,0.0001,0.7572,0.0011,0.0175,0.0001,0.0005,0.0009,0.193,0
s_segment_28_2745,0.0492,0.0002,0.0513,0.5258,0.0108,0.0002,0.0131,0.3421,0.0067,0.0004,0.0002
s_segment_28_2761,0.002,0.0002,0.0006,0.4131,0.0979,0.0099,0.0144,0.405,0.0006,0.0559,0.0004
s_segment_28_277,0.0002,0.016,0.0001,0.8727,0.003,0.0299,0.0002,0,0.0681,0.0098,0
s_segment_28_2782,0.007,0.0003,0.0001,0.5346,0.0048,0.0002,0.054,0.2699,0.1283,0.0007,0.0001
s_segment_28_2826,0.0019,0.0198,0.0015,0.0373,0.0043,0.0107,0.2842,0.3195,0.0809,0.2393,0.0006
s_segment_28_2837,0,0.1021,0,0.5444,0.0015,0.0001,0.3014,0.0001,0.0502,0.0002,0
s_segment_28_2846,0.0002,0,0.0003,0.3442,0.0002,0.5881,0.0006,0.0609,0.0024,0.0001,0.003
s_segment_28_285,0,0.0004,0.0418,0.5073,0.005,0.0002,0.0005,0.366,0.0001,0.0786,0.0001
s_segment_28_2854,0.0215,0.0003,0.0001,0.7336,0.0114,0.0071,0.1917,0.0075,0.0066,0.0183,0.0019
s_segment_28_2864,0.0107,0.0004,0.0017,0.2079,0.0026,0.0692,0.4512,0.1834,0.0087,0.016,0.0482
s_segment_28_2876,0.0002,0.0001,0.0006,0.4172,0.0109,0.0002,0.509,0.0566,0.0006,0.0046,0
s_segment_28_2890,0,0.0682,0.0125,0.0642,0.0058,0.0003,0.4335,0.3972,0.0003,0.0008,0.0172
s_segment_28_2913,0.0091,0.0136,0.1934,0.4136,0.0035,0.0269,0.0023,0.0973,0.0031,0.2351,0.0021
s_segment_28_2925,0.0004,0.0002,0.0111,0.2871,0.0227,0.0006,0.2892,0.3885,0,0,0.0002
s_segment_28_2960,0.0118,0.0214,0.0002,0.6415,0.0002,0.2366,0.0005,0.0008,0.0131,0.0725,0.0014
s_segment_28_2975,0.0011,0.0002,0.0003,0.4962,0.0077,0,0.0011,0.4455,0.0137,0.0137,0.0205
s_segment_28_2994,0.0011,0.0003,0,0.4978,0.1012,0.0059,0.3703,0.0158,0.0008,0.0064,0.0004
s_segment_28_3005,0.0029,0.0644,0.0001,0.7118,0.0003,0.0107,0.0254,0.1761,0.008,0.0001,0.0002
s_segment_28_3035,0.001,0.0308,0.0005,0.2169,0.0595,0.3257,0.2384,0.0067,0.118,0.0001,0.0024
s_segment_28_3074,0.0023,0,0.043,0.5823,0.0002,0.0006,0.0448,0.0001,0.2098,0.0929,0.024
s_segment_28_3112,0.0004,0.0001,0.0016,0.455,0.0079,0.0833,0,0.4507,0.0008,0.0001,0.0001
s_segment_28_3118,0.009,0.0117,0.0057,0.7721,0.0002,0.0017,0.0044,0.0134,0.0001,0.0857,0.096
s_segment_28_3132,0.0125,0,0.0022,0.7357,0.0003,0,0.0002,0.2464,0,0.002,0.0007
s_segment_28_3136,0.0084,0.0012,0,0.4638,0.0001,0.5243,0.0006,0,0.0001,0.0009,0.0006
s_segment_28_3144,0.0001,0.0596,0,0.2689,0.0025,0.0882,0.4638,0.0007,0.062,0.0002,0.054
s_segment_28_3193,0.001,0.0018,0.2598,0.6118,0.0017,0.0132,0.0088,0.0271,0.0018,0.0559,0.0171
s_segment_28_32,0.0004,0,0.0109,0.7348,0,0,0.1056,0.0001,0.1478,0.0004,0
s_segment_28_3214,0.0032,0.0972,0.008,0.8072,0.0306,0,0.0033,0.0446,0.0042,0.0014,0.0003
s_segment_28_3220,0.0003,0.0013,0.0305,0.6495,0.0404,0.0112,0.0042,0.1526,0.0112,0.091,0.0078
s_segment_28_3222,0,0.0004,0.0001,0.7737,0.0002,0.0001,0.0061,0.0032,0.0157,0.2005,0
s_segment_28_3229,0.0046,0.0085,0.0003,0.2157,0.0009,0.1442,0.0035,0.5655,0.056,0,0.0008
s_segment_28_3231,0.0014,0.0259,0.0038,0.6582,0.0044,0.0436,0.131,0.0013,0.1281,0.0015,0.0008
s_segment_28_3276,0,0.0008,0,0.5043,0.0001,0.4388,0.0002,0,0.0394,0.0163,0.0001
s_segment_28_3295,0.0394,0.0894,0.0559,0.6307,0.0184,0.0002,0.0047,0.1316,0.0187,0.003,0.008
s_segment_28_3361,0.0001,0,0.0002,0.7063,0,0.2117,0.0003,0,0.0666,0.0001,0.0147
s_segment_28_3386,0,0,0.0106,0.4571,0.0001,0.0002,0.3965,0.0683,0.0001,0.0669,0.0002
s_segment_28_339,0,0.0015,0.0009,0.0175,0.0131,0.4864,0.0025,0.4711,0.0012,0.0042,0.0016
s_segment_28_3401,0.0001,0.0001,0.1305,0.8635,0.0002,0.0001,0.0046,0,0,0.0007,0.0002
s_segment_28_3416,0.0007,0.0001,0.001,0.4743,0.0002,0.0026,0.0155,0.5042,0.0011,0.0002,0.0001
s_segment_28_3435,0.0071,0.0472,0.0084,0.6959,0.0043,0.0285,0.1481,0.0087,0.0509,0.0008,0.0001
s_segment_28_3450,0.0001,0,0.0016,0.8049,0.0542,0.1389,0,0,0.0002,0,0.0001
s_segment_28_3478,0.1291,0.0055,0.0063,0.6111,0.0025,0.1217,0.0095,0.0026,0.001,0.1092,0.0015
s_segment_28_348,0.0147,0,0.0008,0.686,0.0016,0.296,0.0003,0,0.0001,0.0003,0.0002
s_segment_28_351,0.0157,0.0022,0.0228,0.7651,0.015,0.0109,0.0012,0.1532,0.0128,0.0003,0.0008
s_segment_28_3543,0.0341,0.0357,0.0011,0.631,0.0279,0.0038,0.1602,0.0002,0.0839,0.0007,0.0214
s_segment_28_3563,0.0055,0,0.0814,0.6211,0.0017,0.0456,0.0863,0.1215,0.0199,0.0009,0.0161
s_segment_28_3587,0.0005,0.0002,0.0067,0.7774,0.0001,0.0953,0.0059,0.1103,0,0.0031,0.0005
s_segment_28_3593,0.029,0.0052,0.1826,0.4987,0.0012,0.0417,0.0822,0.03,0.0582,0.0121,0.0591
s_segment_28_361,0.0417,0.0393,0.0003,0.5755,0.0426,0.1243,0,0.1603,0.0004,0.0008,0.0148
s_segment_28_3643,0.1275,0.0077,0.0002,0.6619,0.0191,0.0013,0.0833,0.0268,0.0243,0.001,0.0469
s_segment_28_3654,0.0021,0.0008,0.0133,0.6213,0.0001,0.0005,0.0001,0.1091,0.0003,0.2505,0.0019
s_segment_28_3655,0.0007,0.0302,0.0001,0.4111,0.0124,0.0001,0.0038,0.5411,0.0001,0.0001,0.0003
s_segment_28_3677,0,0.0078,0.0388,0.2537,0.012,0.0003,0.0008,0.6282,0.0001,0.0582,0.0001
s_segment_28_3706,0.0047,0.0003,0.0006,0.0383,0.0003,0.4564,0.0997,0.2594,0.0011,0.1231,0.0161
s_segment_28_3709,0.0074,0.0304,0,0.3612,0.001,0.1771,0.0002,0.0355,0.0003,0.3853,0.0016
s_segment_28_3732,0,0,0.0096,0.6306,0.0184,0,0.1529,0.0001,0.1873,0,0.0011
s_segment_28_3738,0.0008,0.0001,0.0538,0.4912,0.0327,0.0602,0.0017,0.2106,0.1008,0.0014,0.0467
s_segment_28_3748,0.0007,0.0876,0.0575,0.3354,0.0013,0.4821,0.0018,0.0209,0.0076,0.0012,0.0039
s_segment_28_3752,0.0006,0.0056,0.0004,0.1392,0,0.0015,0.1989,0.6022,0.0001,0.0503,0.0012
s_segment_28_3763,0.002,0.1048,0.0561,0.5077,0.0873,0.1669,0.0001,0.0751,0,0,0
s_segment_28_3819,0.0037,0.0036,0.0002,0.3609,0.0006,0.0169,0.0001,0.5929,0.0073,0.0138,0
s_segment_28_3862,0.0002,0.0041,0,0.677,0.1475,0,0.1003,0.0522,0.0138,0.0002,0.0047
s_segment_28_3909,0.0003,0.0009,0.0607,0.4595,0.0294,0.0058,0.0845,0.0878,0.2602,0.0007,0.0102
s_segment_28_3919,0,0,0.0001,0.361,0,0.0013,0,0.284,0.0066,0.3437,0.0033
s_segment_28_3943,0.0013,0.0046,0.0063,0.6085,0.0236,0.0013,0.0006,0.3253,0.0076,0.0049,0.016
s_segment_28_396,0.0005,0.0083,0.0383,0.2566,0.1444,0.1122,0.2237,0.1954,0.0037,0.0159,0.001
s_segment_28_3984,0.0119,0,0,0.8669,0.0001,0.0693,0.0001,0,0.0486,0.0031,0
s_segment_28_4086,0.0022,0.0003,0.0197,0.5912,0.0005,0.0278,0.1544,0.02,0.182,0.0013,0.0006
s_segment_28_4088,0.0001,0.0002,0.0006,0.7083,0.0097,0.0012,0.2573,0.003,0.0141,0.0055,0
s_segment_28_41,0.0004,0.0023,0.0156,0.8266,0.001,0.0002,0.0954,0.056,0,0.0001,0.0024
s_segment_28_4133,0.1328,0.0099,0.1267,0.3965,0.0242,0.0006,0.0016,0.2501,0.0097,0.0137,0.0342
s_segment_28_4134,0.0001,0,0.074,0.2844,0.0002,0,0.0623,0.5753,0.0001,0.0036,0
s_segment_28_4146,0.0001,0.0007,0,0.8839,0.0024,0.0002,0.0501,0.0006,0.0602,0.0017,0.0001
s_segment_28_4190,0,0.0002,0,0.4903,0.007,0.0005,0.2869,0.0057,0.1419,0.0001,0.0674
s_segment_28_4199,0,0.0048,0,0.2039,0.0048,0.2035,0.006,0.4831,0.0001,0.0938,0
s_segment_28_4263,0.0029,0.0004,0.001,0.8419,0,0.0001,0.1185,0.0107,0.001,0.0022,0.0213
s_segment_28_4371,0.1341,0.0097,0.0002,0.6865,0,0.0002,0.0865,0.0154,0.0002,0.0038,0.0634
s_segment_28_4390,0.0915,0.031,0.229,0.2358,0,0.0029,0.1811,0.1622,0.0255,0.0207,0.0203
s_segment_28_4397,0.0003,0.0327,0.0023,0.6251,0.0065,0.0193,0.0946,0.0033,0.001,0.0152,0.1997
s_segment_28_4403,0.0134,0.002,0.0044,0.6484,0.0025,0.1045,0.0948,0.0884,0.0091,0.0011,0.0314
s_segment_28_441,0.0007,0.0734,0.1905,0.2269,0.0012,0.1778,0.0123,0.2389,0.001,0.0551,0.0222
s_segment_28_4428,0.0674,0.0007,0.0008,0.232,0.0002,0.4568,0.1209,0.0011,0.0055,0.0852,0.0294
s_segment_28_4454,0.0536,0.0289,0.0042,0.8538,0.004,0.0042,0.0189,0.0015,0.0003,0.0036,0.027
s_segment_28_4516,0.0011,0.0001,0.0075,0.1985,0.0157,0.294,0,0.0867,0.2318,0.1643,0.0003
s_segment_28_4522,0.0002,0,0.0084,0.3295,0.0057,0.0579,0,0.5944,0.0037,0.0001,0.0001
s_segment_28_4526,0.0583,0.0045,0.0255,0.1514,0.0012,0.0185,0.3689,0.3501,0.0209,0,0.0007
s_segment_28_457,0,0.0001,0.0002,0.6446,0.0028,0,0,0.1609,0.1909,0,0.0005
s_segment_28_4577,0,0.1413,0.0696,0.7753,0,0,0.0026,0.0012,0.0001,0.0099,0
s_segment_28_458,0.0001,0.0005,0.0015,0.7709,0.0007,0.0024,0.0443,0.1777,0.0015,0,0.0004
s_segment_28_462,0.0004,0.0003,0.0005,0.8535,0.0049,0.0227,0.0364,0.0781,0.0022,0.0003,0.0007
s_segment_28_4620,0.0001,0.0187,0.1141,0.5449,0.0001,0.0003,0.022,0.0007,0.2756,0.0232,0.0003
s_segment_28_4650,0.0249,0.0013,0.0402,0.3766,0.0052,0.0056,0.0007,0.517,0.0032,0.0188,0.0065
s_segment_28_4658,0.0313,0.0034,0.0748,0.3173,0.0021,0.2183,0.1034,0.0859,0.0037,0.0822,0.0776
s_segment_28_4670,0.1882,0.0298,0.0014,0.4775,0.0024,0.2975,0.0001,0.0013,0,0.0017,0.0001
s_segment_28_4680,0.002,0.0047,0.1157,0.4475,0.0033,0.0014,0.0769,0.0811,0.0103,0.2515,0.0056
s_segment_28_4692,0.0075,0.1414,0.0006,0.6384,0.0053,0,0.0003,0.2063,0.0001,0.0001,0
s_segment_28_4706,0.1167,0.0006,0,0.7712,0,0.0004,0.1027,0.0004,0.0001,0,0.0079
s_segment_28_4712,0.0029,0.0045,0.0083,0.615,0.0007,0.0907,0.0109,0.239,0.0027,0.0159,0.0094
s_segment_28_475,0.0726,0.0004,0.005,0.6974,0,0.0588,0.0001,0.0001,0.0228,0.1386,0.0042
s_segment_28_4766,0.0008,0.0771,0.0027,0.7589,0.0028,0.0022,0.0002,0.0026,0.0216,0.0029,0.1282
s_segment_28_4782,0.0004,0.0032,0.0027,0.3517,0.17,0.2634,0.1362,0.0318,0.0367,0.0038,0.0001
s_segment_28_4811,0.0283,0.0026,0.0008,0.7253,0.0389,0.0071,0.0454,0.0483,0.0058,0.0971,0.0004
s_segment_28_4821,0.0019,0.0003,0.0138,0.5373,0.001,0.1577,0.0006,0.0038,0.2189,0.0643,0.0004
s_segment_28_4852,0.001,0,0.0007,0.7469,0.0046,0.001,0.152,0,0.0913,0.0024,0.0001
s_segment_28_4893,0.0117,0,0.0009,0.0001,0.0001,0.2116,0.1408,0.2617,0.1876,0.1855,0
s_segment_28_4907,0.0023,0.0035,0.0044,0.6772,0.0001,0,0.1748,0.1355,0.0002,0.0006,0.0014
s_segment_28_4966,0,0.0011,0.0004,0.6477,0.0474,0.2525,0.0127,0.0268,0.0024,0.0086,0.0004
s_segment_28_498,0.0001,0.0009,0.0972,0.4665,0.0111,0.0013,0,0.2505,0.1722,0.0001,0.0001
s_segment_28_4986,0.0207,0.0221,0,0.6036,0,0.3535,0,0.0001,0,0,0
s_segment_28_520,0.0001,0,0.0685,0,0.0034,0.2217,0.2827,0.4233,0,0.0001,0.0002
s_segment_28_521,0.0153,0.0642,0.0389,0.0934,0.0012,0.1228,0.1103,0.386,0.0529,0.1122,0.0028
s_segment_28_522,0.0899,0,0,0,0,0.3966,0.1833,0.2811,0.0097,0.0393,0.0001
s_segment_28_559,0.0002,0.0852,0.0004,0.5619,0,0.1721,0.0001,0.0043,0.0001,0.1733,0.0024
s_segment_28_614,0.0001,0.0046,0,0.4048,0.0093,0.0002,0.4292,0.1307,0.0204,0.0005,0.0002
s_segment_28_63,0,0,0.0037,0.7967,0.0341,0.161,0.0005,0,0.0038,0.0001,0.0001
s_segment_28_630,0.1674,0.016,0.0004,0.2891,0.0556,0.2607,0.0027,0.1684,0.038,0.0012,0.0005
